Target Latitude,Target Longitude,Hello
11.16666667,125.0833333,Unique
7.906389,125.094167,Unique
-9.45,125.1166667,Unique
1.433333333,125.1333333,Unique
1.133333333,125.15,Unique
1.75,125.1666667,Unique
4.5,125.1666667,Unique
6.083333333,125.1666667,Unique
1.433333333,125.2333333,Unique
-8.466666667,125.25,Unique
6.1,125.25,Unique
7.3,125.2666667,Unique
-8.811389,125.318333,Unique
-9.031944,125.325,Unique
6.666666667,125.3333333,Unique
12.25,125.3333333,Unique
1.883333333,125.3833333,Unique
-8.830278,125.387778,Unique
-9.210307,125.39372,Unique
8.166666667,125.4166667,Unique
-9.155,125.453611,Unique
7.166666667,125.4666667,Unique
-8.583333333,125.5,Unique
3,125.5,Unique
7,125.5,Unique
7.833333333,125.5,Unique
9.666666667,125.5,Unique
9.75,125.5,Unique
11.16666667,125.5,Unique
2.2,125.5166667,Unique
3.7,125.5166667,Unique
7.05,125.5333333,Unique
-8.728056,125.566389,Unique
7.083333333,125.5833333,Unique
9,125.5833333,Unique
9.25,125.5833333,Unique
11.25,125.5833333,Unique
-8.838056,125.597222,Unique
-8.583333333,125.6,Unique
7.0764,125.6129,Unique
7.1255,125.6458,Unique
7.05,125.65,Unique
7.116666667,125.65,Unique
7.266666667,125.65,Unique
7.083333333,125.6666667,Unique
7.25,125.6666667,Unique
8.916666667,125.6666667,Unique
9.083333333,125.6666667,Unique
9.75,125.6666667,Unique
-8.55,125.66667,Unique
-8.893889,125.704444,Unique
-8.821967,125.70563,Unique
-9.165881,125.723455,Unique
0.95,125.8,Unique
7.866667,125.833333,Unique
-1.916666667,125.8333333,Unique
10.91666667,125.8333333,Unique
7.083333333,125.9166667,Unique
8.333333333,125.9833333,Unique
7.666666667,126,Unique
-8.511389,126.013056,Unique
-8.516666667,126.0166667,Unique
2.066666667,126.1666667,Unique
6.333333333,126.1666667,Unique
9.303333,126.166944,Unique
6.333333333,126.2333333,Unique
6.416666667,126.25,Unique
-8.5,126.3,Unique
-3.1,126.3666667,Unique
39.93333333,126.4,Unique
-8.466666667,126.45,Unique
-8.471111,126.458333,Unique
-3.783333333,126.5,Unique
3.05,126.5333333,Unique
-8.48891,126.572322,Unique
-7.6,126.6,Unique
37.46666667,126.6,Unique
-7.65,126.6333333,Unique
7.116666667,126.65,Unique
37.2,126.6666667,Unique
26.33333333,126.7333333,Unique
26.36666667,126.7666667,Unique
37.2,126.8,Unique
-8.763494,126.803217,Unique
4.283333333,126.8166667,Unique
3.75,126.8333333,Unique
3.916666667,126.8333333,Unique
4.25,126.8333333,Unique
-8.4,126.9,Unique
3.133333333,126.95,Unique
-8.316666667,127,Unique
3.083333333,127,Unique
-8.437915,127.011258,Unique
-8.433333333,127.0166667,Unique
4.8,127.0666667,Unique
-3.266666667,127.1,Unique
-3.25,127.104408,Unique
-8.333333333,127.1833333,Unique
0.033333333,127.2166667,Unique
-0.552631,127.2666667,Unique
-0.75,127.3,Unique
0.783333,127.366667,Unique
3.716666667,127.3833333,Unique
0.483333333,127.4,Unique
1.15,127.4166667,Unique
1.166666667,127.4333333,Unique
39.16666667,127.4333333,Unique
0.066666667,127.4666667,Unique
1.116666667,127.4666667,Unique
-0.65,127.4833333,Unique
-1.583333333,127.5,Unique
34.5,127.5,Unique
0.816666667,127.5833333,Unique
1.7,127.6,Unique
39.83333333,127.6166667,Unique
-1.333333333,127.6333333,Unique
-1.166666667,127.6666667,Unique
3.25,127.6666667,Unique
26.2,127.6666667,Unique
34.73333333,127.7333333,Unique
1.866666667,127.7666667,Unique
1.383333333,127.8,Unique
1.833333333,127.8,Unique
-1.8,127.8166667,Unique
1.15,127.85,Unique
1.266666667,127.85,Unique
1.866666667,127.85,Unique
-3.016666667,127.878285,Unique
26.68333333,127.8833333,Unique
1.183333333,127.9166667,Unique
5.533333333,127.9166667,Unique
-3.666666667,127.9333333,Unique
1.983333333,127.95,Unique
1.016666667,127.9666667,Unique
2.05,127.9666667,Unique
1.083333333,127.9833333,Unique
1.766666667,127.9833333,Unique
1,128,Unique
1.4,128,Unique
2,128,Unique
26.83333333,128,Unique
-3.333333333,128.0166667,Unique
1.666666667,128.0166667,Unique
1.7,128.0166667,Unique
1.733333333,128.0166667,Unique
1.783333333,128.0166667,Unique
1.55,128.0333333,Unique
-3.8,128.0666667,Unique
1.566666667,128.0666667,Unique
26.51666667,128.0666667,Unique
0.083333333,128.0833333,Unique
1.116666667,128.1,Unique
1.25,128.1,Unique
-3.75,128.1166667,Unique
1.25,128.1166667,Unique
-3.8,128.1333333,Unique
-3.7,128.1333333,Unique
-3.666666667,128.1333333,Unique
1.116666667,128.15,Unique
-3.683333333,128.1666667,Unique
-3.2,128.1666667,Unique
1.15,128.1666667,Unique
-3.700432,128.17547,Unique
-3.695426,128.181405,Unique
-3.65,128.1833333,Unique
1.216666667,128.1833333,Unique
-3.7,128.2,Unique
-3.65,128.2,Unique
-3.066666667,128.2,Unique
2.2,128.2333333,Unique
2.766666667,128.25,Unique
-3.516666667,128.3,Unique
1.433333333,128.3,Unique
2.416666667,128.3,Unique
-3.35,128.3333333,Unique
0.916666667,128.3333333,Unique
-3.35,128.359038,Unique
-3.433333333,128.3833333,Unique
32,128.3833333,Unique
-3.6,128.425082,Unique
-3.233333333,128.4333333,Unique
0.616666667,128.4333333,Unique
-3.516666667,128.45,Unique
1.2,128.4666667,Unique
2.166666667,128.5,Unique
35.76666667,128.5333333,Unique
35.2,128.5666667,Unique
-8.45,128.6166667,Unique
-3.55,128.6333333,Unique
-3.5,128.6666667,Unique
-3.316666667,128.6833333,Unique
1.05,128.7,Unique
1.066666667,128.7,Unique
1.533333333,128.7333333,Unique
1.4,128.75,Unique
34.75,128.8333333,Unique
33.21666667,128.9,Unique
-3.35,128.926743,Unique
27.766666,128.9666667,Unique
-12.033801,128.984129,Unique
-2.816666667,129,Unique
1.833333333,129,Unique
34,129,Unique
-2.866666667,129.0333333,Unique
35.1,129.0333333,Unique
-2.966666667,129.0833333,Unique
33.2,129.1,Unique
33.3,129.1333333,Unique
34.11666667,129.1833333,Unique
28.1,129.2666667,Unique
34.2,129.3,Unique
34.45,129.3,Unique
34.4,129.3333333,Unique
28.3,129.4,Unique
35.3,129.4333333,Unique
33.26666667,129.4666667,Unique
-3.25,129.5,Unique
2.5,129.5,Unique
22.91666667,129.5,Unique
28.4,129.5,Unique
35.16666667,129.5,Unique
35.46666667,129.5,Unique
34.45,129.55,Unique
34.75,129.5666667,Unique
32.86666667,129.6,Unique
33.166666,129.666666,Unique
31.7,129.7,Unique
33.16666667,129.7,Unique
-7.916666667,129.7166667,Unique
33.159167,129.722778,Unique
33.16666667,129.7333333,Unique
32.66666667,129.8,Unique
33.13333333,129.8,Unique
41.76666667,129.8,Unique
31.83333333,129.8333333,Unique
32.71666667,129.8666667,Unique
32.73333333,129.8666667,Unique
-4.516666667,129.8833333,Unique
29.73333333,129.8833333,Unique
-5.283333333,129.9,Unique
32.91666667,129.9333333,Unique
32.93333333,129.9333333,Unique
28.3,129.9666667,Unique
-2.966666667,129.9833333,Unique
32.16666667,130.0333333,Unique
33.866666,130.0333333,Unique
32.83333333,130.0666667,Unique
-9.5,130.0833333,Unique
34,130.0833333,Unique
-1.916666667,130.1666667,Unique
-1.833333333,130.1666667,Unique
32,130.1666667,Unique
31.7,130.2666667,Unique
30.8,130.3,Unique
31.26666667,130.3,Unique
31.66666667,130.3,Unique
33.23333333,130.3,Unique
33.266666,130.3,Unique
42.2,130.3,Unique
32.08333333,130.3166667,Unique
38.08333333,130.3166667,Unique
-4.583333333,130.3333333,Unique
32.06666667,130.3333333,Unique
33.53333333,130.3333333,Unique
34.6,130.3833333,Unique
32.2,130.4,Unique
33.6,130.4,Unique
38.3,130.4,Unique
31.35,130.4333333,Unique
31.36666667,130.4333333,Unique
31.4,130.4333333,Unique
33.03333333,130.4333333,Unique
33.53333333,130.4333333,Unique
-3.166666667,130.4666667,Unique
33.53333333,130.4666667,Unique
33.63333333,130.4666667,Unique
-0.5,130.5,Unique
30.25,130.5,Unique
32.3,130.5,Unique
32.33333333,130.5,Unique
33.36666667,130.5,Unique
33.3,130.5166667,Unique
33.21666667,130.5333333,Unique
-0.916666667,130.5666667,Unique
30.23333333,130.5666667,Unique
30.43333333,130.5666667,Unique
31.16666667,130.5666667,Unique
31.2,130.5666667,Unique
31.56666667,130.5666667,Unique
-0.166666667,130.5833333,Unique
32.4,130.5833333,Unique
-3.783333333,130.6,Unique
30.5,130.6,Unique
31.56666667,130.6,Unique
32.5,130.6,Unique
32.7,130.6,Unique
33.03333333,130.6,Unique
33.4,130.6166667,Unique
-3.283333,130.616667,Unique
31.2,130.6333333,Unique
33.4,130.6333333,Unique
31,130.666,Unique
-0.916666667,130.6666667,Unique
-0.75,130.6666667,Unique
31.23333333,130.6666667,Unique
31.25,130.6666667,Unique
31.73333333,130.6666667,Unique
32.63333333,130.6666667,Unique
-0.133333333,130.6833333,Unique
31,130.7,Unique
31.48333333,130.7,Unique
31.8,130.7,Unique
32.8,130.7,Unique
31.48333333,130.7166667,Unique
32.7,130.7333333,Unique
32.8,130.7333333,Unique
31.71666667,130.75,Unique
32.8,130.7666667,Unique
-0.933333333,130.7833333,Unique
0.4,130.7833333,Unique
31.48333333,130.8,Unique
33.86666667,130.8,Unique
33.86666667,130.8166667,Unique
33.9,130.8166667,Unique
31.36666667,130.8333333,Unique
-3.866666667,130.8666667,Unique
30.73333333,130.8666667,Unique
33.96666667,130.8666667,Unique
-8.25,130.8833333,Unique
-1.083333333,130.9166667,Unique
31.41666667,130.9166667,Unique
30.4,130.9333333,Unique
33.96666667,130.9333333,Unique
-8.2,130.95,Unique
33.93333333,130.9666667,Unique
-0.833333333,131,Unique
-0.166666667,131,Unique
30.56666667,131,Unique
31.73333333,131,Unique
31.56666667,131.0166667,Unique
33.66666667,131.0333333,Unique
34.06666667,131.0333333,Unique
-0.383333333,131.05,Unique
31.73333333,131.0666667,Unique
-1.25,131.0833333,Unique
-1,131.0833333,Unique
31.3,131.1,Unique
31.46666667,131.1,Unique
-0.933333333,131.1166667,Unique
-0.833333333,131.1333333,Unique
31.26666667,131.1333333,Unique
-8,131.1666667,Unique
31.33333333,131.1666667,Unique
34.05,131.1666667,Unique
34.4,131.2,Unique
-0.283333333,131.2333333,Unique
1,131.2333333,Unique
33.95,131.2333333,Unique
-7.983333333,131.25,Unique
-0.916666667,131.25,Unique
1.016666667,131.25,Unique
33.93333333,131.2666667,Unique
32.198069,131.297625,Unique
-7.983333333,131.3,Unique
-7.95,131.316667,Unique
33.56666667,131.3333333,Unique
34.16666667,131.3333333,Unique
33.55,131.35,Unique
31.46666667,131.3666667,Unique
-9.216666667,131.4,Unique
-4.016666667,131.4,Unique
31.56666667,131.4,Unique
31.96666667,131.4,Unique
34.1,131.4,Unique
34.41666667,131.4,Unique
-7.6,131.4166667,Unique
1,131.4166667,Unique
32.03333333,131.4333333,Unique
32.08333333,131.4333333,Unique
34,131.4333333,Unique
31.88333333,131.45,Unique
32.16666667,131.4666667,Unique
-7,131.5,Unique
32.13333333,131.5,Unique
32.4,131.5,Unique
33.26666667,131.5166667,Unique
33.3,131.5166667,Unique
33.36666667,131.5333333,Unique
34.03333333,131.55,Unique
32.23333333,131.5666667,Unique
33.23333333,131.6,Unique
-5.066666667,131.6333333,Unique
32.4,131.6333333,Unique
33.23333333,131.6333333,Unique
33.25,131.6333333,Unique
-0.75,131.6666667,Unique
32.43333333,131.6666667,Unique
32.46666667,131.6666667,Unique
32.56666667,131.6666667,Unique
-0.75,131.6833333,Unique
33.25,131.7,Unique
-4.75,131.75,Unique
33.25,131.75,Unique
33.78333333,131.75,Unique
33.13333333,131.8,Unique
34,131.8,Unique
34.05,131.8,Unique
34.03333333,131.8166667,Unique
33.23333333,131.8666667,Unique
33.98333333,131.8666667,Unique
34.23333333,131.8666667,Unique
32.83333333,131.9,Unique
32.96666667,131.9,Unique
33.23333333,131.9,Unique
-1,131.9166667,Unique
32.96666667,131.9166667,Unique
33.95,131.9333333,Unique
34.2,131.9333333,Unique
-2,132,Unique
-0.666666667,132,Unique
-0.5,132,Unique
33,132,Unique
34.9,132.0666667,Unique
32.9,132.07,Unique
-3.5,132.0833333,Unique
-2,132.0833333,Unique
-3.416666667,132.1666667,Unique
34.16666667,132.1833333,Unique
33.46666667,132.2333333,Unique
34.16666667,132.2333333,Unique
34.2,132.2333333,Unique
34.86666667,132.2333333,Unique
34.96666667,132.2333333,Unique
-2.916666667,132.25,Unique
-0.416666667,132.25,Unique
34.83333333,132.3666667,Unique
-2.666666667,132.4166667,Unique
-2.416666667,132.4166667,Unique
34.4,132.4666667,Unique
33.6,132.5,Unique
34.13333333,132.5333333,Unique
34.2,132.5333333,Unique
34.23333333,132.5333333,Unique
34.21666667,132.55,Unique
32.73333333,132.5666667,Unique
33.23333333,132.5666667,Unique
34.23333333,132.5666667,Unique
33.23333333,132.6,Unique
33.96666667,132.6333333,Unique
-5.75,132.6666667,Unique
-3.466666667,132.6666667,Unique
-2.366666666,132.6666667,Unique
33.23333333,132.7,Unique
33.3,132.7,Unique
33.8,132.7,Unique
33.81666667,132.7,Unique
35.3,132.7,Unique
-5.65,132.7333333,Unique
32.93333333,132.7333333,Unique
-5.666666667,132.75,Unique
-5.5,132.75,Unique
-2.25,132.75,Unique
-0.9,132.75,Unique
33.83333333,132.7666667,Unique
34.11666667,132.8333333,Unique
-5.833333333,132.9166667,Unique
-5.666666667,132.9166667,Unique
-2.65,132.9166667,Unique
33,132.9333333,Unique
32.95,132.9666667,Unique
-2.666666667,133,Unique
32.93333333,133,Unique
34.06666667,133,Unique
33.916667,133.083333,Unique
-0.5,133.0833333,Unique
33.2,133.1333333,Unique
-2.416666667,133.1666667,Unique
33.93333333,133.1666667,Unique
33.95,133.2333333,Unique
35.55,133.2333333,Unique
-0.583333333,133.25,Unique
33.38333333,133.2833333,Unique
33.36666667,133.3,Unique
-2.333333333,133.3333333,Unique
-0.833333333,133.3333333,Unique
33.16666667,133.3333333,Unique
35.46666667,133.3333333,Unique
34.5,133.3666667,Unique
-2.583333333,133.4166667,Unique
33.45,133.4333333,Unique
34.866667,133.466667,Unique
33.66666667,133.5,Unique
33.56666667,133.5333333,Unique
34.31666667,133.5333333,Unique
33.53333333,133.5666667,Unique
-0.75,133.5833333,Unique
-3.6166666,133.666666,Unique
34.53333333,133.6666667,Unique
33.53333333,133.6833333,Unique
34.96666667,133.7,Unique
33.63333333,133.7333333,Unique
34.51666667,133.7333333,Unique
35.48333333,133.7333333,Unique
-3.666666667,133.75,Unique
-3.583333333,133.75,Unique
-0.75,133.75,Unique
34.284444,133.769722,Unique
-3.683333333,133.8166667,Unique
34,133.9,Unique
34.66666667,133.9333333,Unique
-2,134,Unique
-1,134,Unique
-0.75,134,Unique
-0.9,134.0333333,Unique
34.33333333,134.0333333,Unique
-2.333333333,134.0833333,Unique
-1.5,134.0833333,Unique
-0.916666667,134.0833333,Unique
-0.833333333,134.0833333,Unique
1,134.0833333,Unique
-6.183333333,134.1166667,Unique
34.733333,134.116667,Unique
-2.333333333,134.1666667,Unique
-2.25,134.1666667,Unique
-2.166666667,134.1666667,Unique
-1.583333333,134.1666667,Unique
33.23333333,134.1666667,Unique
33.26666667,134.1666667,Unique
-0.9,134.1833333,Unique
33.4,134.2,Unique
34.73333333,134.2,Unique
-5.771814,134.21228,Unique
7,134.2333333,Unique
-3.166666667,134.25,Unique
-2.416666667,134.25,Unique
-1.333333333,134.25,Unique
7.033333333,134.25,Unique
-1.35,134.2666667,Unique
-5.75,134.2833333,Unique
33.56666667,134.3,Unique
34.7,134.3,Unique
35.43333333,134.3,Unique
-2.666666667,134.3333333,Unique
-2.583333333,134.4166667,Unique
7.25,134.4166667,Unique
33.66666667,134.4166667,Unique
7.35,134.45,Unique
0.866666667,134.4666667,Unique
34,134.4666667,Unique
34.13333333,134.4666667,Unique
34.66666667,134.4666667,Unique
-6.25,134.5,Unique
-4,134.5,Unique
7.3,134.5,Unique
7.333333333,134.5,Unique
7.5,134.5,Unique
7.5,134.55,Unique
34.06666667,134.5666667,Unique
34,134.6,Unique
7.3,134.6333333,Unique
34,134.6333333,Unique
34.16666667,134.6333333,Unique
-4,134.6666667,Unique
33.91666667,134.6666667,Unique
34.83333333,134.7,Unique
34.83333333,134.7166667,Unique
34.3,134.7333333,Unique
-2,134.75,Unique
7.5,134.75,Unique
35.06666667,134.7666667,Unique
-0.95,134.8,Unique
-1.083333333,134.8333333,Unique
-1,134.8333333,Unique
-0.916666667,134.8333333,Unique
-0.916666667,134.8666667,Unique
34.43333333,134.9,Unique
-1,134.9166667,Unique
-0.916666667,134.9166667,Unique
34.65,134.95,Unique
6.916666667,135,Unique
34.63333333,135,Unique
35.06666667,135.0333333,Unique
34.1,135.1166667,Unique
34.16666667,135.1333333,Unique
34.11666667,135.15,Unique
34.65956824,135.1581664,Unique
33.86666667,135.1666667,Unique
33.88333333,135.1666667,Unique
34.23333333,135.1666667,Unique
34.65,135.1666667,Unique
34.6680866,135.16762,Unique
34.67922,135.17822,Unique
34.68435815,135.1988814,Unique
34.68446191,135.1994988,Unique
33.88333333,135.2,Unique
34.7,135.2,Unique
35.53333333,135.2,Unique
34.71666667,135.2833333,Unique
34.7,135.3,Unique
34.73333333,135.3333333,Unique
35.45,135.3333333,Unique
35.46666667,135.3333333,Unique
33.68333333,135.35,Unique
33.73333333,135.3666667,Unique
33.96666667,135.3666667,Unique
34.7,135.3666667,Unique
34.78333333,135.3666667,Unique
35.5,135.3666667,Unique
-0.683333333,135.4,Unique
34.7,135.4,Unique
-2.5,135.4166667,Unique
33.56666667,135.4333333,Unique
34.66666667,135.4333333,Unique
34.7,135.4333333,Unique
34.56666667,135.4833333,Unique
-3.333333333,135.5,Unique
34.66666667,135.5,Unique
35,135.5,Unique
34.68333333,135.5333333,Unique
-5.75,135.5833333,Unique
-0.866666667,135.5833333,Unique
34.3,135.6,Unique
-0.833333333,135.6666667,Unique
33.46666667,135.7333333,Unique
33.66666667,135.7333333,Unique
-0.75,135.75,Unique
33.45,135.75,Unique
35.01666667,135.75,Unique
33.43333333,135.7666667,Unique
33.46666667,135.7666667,Unique
34.83333333,135.7666667,Unique
33.4,135.7833333,Unique
-1.75,135.8,Unique
-1.083333333,135.8333333,Unique
-1.033333333,135.8333333,Unique
34.66666667,135.8333333,Unique
35,135.8666667,Unique
34.96666667,135.9,Unique
-0.75,135.9166667,Unique
35.1,135.9166667,Unique
33.63333333,135.9333333,Unique
33.56666667,135.9666667,Unique
35.16666667,135.9666667,Unique
-1.083333333,136,Unique
-1,136,Unique
-0.916666667,136,Unique
-0.833333333,136,Unique
33.68333333,136,Unique
33.73333333,136,Unique
34.63333333,136.0666667,Unique
35.66666667,136.0666667,Unique
35.316667,136.066667,Unique
-1.166666667,136.0833333,Unique
-1.083333333,136.0833333,Unique
-0.916666667,136.0833333,Unique
35.65,136.0833333,Unique
33.9,136.1,Unique
35.13333333,136.1,Unique
35.03333333,136.1333333,Unique
-1.75,136.1666667,Unique
-1.166666667,136.1666667,Unique
-1,136.1666667,Unique
34.06666667,136.2,Unique
36.06666667,136.2333333,Unique
-3.916666667,136.25,Unique
-1.916666667,136.25,Unique
-1.166666667,136.25,Unique
1,136.25,Unique
34,136.2666667,Unique
-2.25,136.3333333,Unique
-1.083333333,136.3333333,Unique
-4.666666667,136.4166667,Unique
36.26666667,136.4333333,Unique
-4.7,136.4666667,Unique
34.7,136.5,Unique
-4.7833,136.533,Unique
34.56666667,136.5333333,Unique
34.83333333,136.6,Unique
34.96666667,136.6166667,Unique
34.93333333,136.6333333,Unique
35.36666667,136.6333333,Unique
34.5,136.7,Unique
35.06666667,136.7,Unique
34.3,136.7666667,Unique
35.41666667,136.7666667,Unique
35.3,136.8,Unique
34.26666667,136.8333333,Unique
34.46666667,136.8333333,Unique
35.13177908,136.8445605,Unique
34.2,136.86666,Unique
35.4,136.8666667,Unique
34.26666667,136.9,Unique
34.283333,136.9,Unique
34.5,136.9,Unique
35.13333333,136.9,Unique
37.6,136.9,Unique
35.18150678,136.9045304,Unique
35.1,136.9166667,Unique
35.13333333,136.9166667,Unique
35.2,136.9166667,Unique
34.88333333,136.95,Unique
35.16666667,136.95,Unique
35.18333333,136.95,Unique
37.05,136.9666667,Unique
-1.833333333,137,Unique
34.9,137,Unique
34.6,137.0333333,Unique
36.8,137.0666667,Unique
35.23333333,137.1,Unique
34.96666667,137.1666667,Unique
0,137.1833333,Unique
36.7,137.2166667,Unique
-1.75,137.25,Unique
36.68333333,137.25,Unique
0.816666667,137.2833333,Unique
-1.816666667,137.3333333,Unique
34.83333333,137.3333333,Unique
34.83333333,137.3666667,Unique
34.73333333,137.3833333,Unique
34.76666667,137.4,Unique
8.283333333,137.4833333,Unique
34.86666667,137.5,Unique
35.8,137.55,Unique
34.7,137.5666667,Unique
34.68333333,137.6166667,Unique
34.83333333,137.6333333,Unique
-8.416666667,137.6666667,Unique
34.8,137.6666667,Unique
-1.5,137.7166667,Unique
34.7,137.7333333,Unique
34.71666667,137.7333333,Unique
34.73333333,137.7333333,Unique
34.66666667,137.8,Unique
34.86666667,137.8333333,Unique
34.7,137.8666667,Unique
34.66666667,137.8833333,Unique
-1.5,137.9166667,Unique
-1.516666667,137.9666667,Unique
9.466666667,138.0833333,Unique
9.516666667,138.1333333,Unique
9.533333333,138.1333333,Unique
34.63333333,138.1333333,Unique
9.516666667,138.15,Unique
34.76666667,138.15,Unique
9.533333333,138.1666667,Unique
34.83333333,138.1666667,Unique
34.66666667,138.2,Unique
34.76666667,138.2,Unique
34.6,138.2333333,Unique
34.96666667,138.2333333,Unique
36.66666667,138.2333333,Unique
37.18333333,138.2333333,Unique
36.4,138.2666667,Unique
34.8,138.3,Unique
34.96666667,138.3666667,Unique
34.98333333,138.4,Unique
-6.916666667,138.4166667,Unique
35.01666667,138.45,Unique
34.98333333,138.4833333,Unique
32.73333333,138.5,Unique
35,138.5,Unique
35.01666667,138.5,Unique
35.66666667,138.5666667,Unique
37.36666667,138.5666667,Unique
-8.166666667,138.6666667,Unique
-1.916666667,138.6666667,Unique
-1.833333333,138.6666667,Unique
-1.816666667,138.6833333,Unique
-2.166666667,138.75,Unique
-1.916666667,138.75,Unique
-1.85,138.75,Unique
-1.833333333,138.75,Unique
10.03333333,138.7833333,Unique
-2.083333333,138.8333333,Unique
-2,138.8333333,Unique
-1.916666667,138.8333333,Unique
-1.666666667,138.8333333,Unique
34.6,138.8333333,Unique
37.43333333,138.8333333,Unique
37.46666667,138.85,Unique
35.1,138.8666667,Unique
-2,138.9166667,Unique
34.66666667,138.9333333,Unique
34.96666667,138.9333333,Unique
-1.966666667,138.9666667,Unique
34.66666667,138.9666667,Unique
-1.833333333,138.9833333,Unique
-2,139,Unique
-1.983333333,139,Unique
-1.916666667,139,Unique
36.4,139.0666667,Unique
37.95,139.0666667,Unique
34.96666667,139.1,Unique
-2.083333333,139.1666667,Unique
35.23333333,139.1666667,Unique
36.3,139.2,Unique
-2.083333333,139.25,Unique
34.36666667,139.2666667,Unique
35.66666667,139.3333333,Unique
35.33333333,139.3666667,Unique
36.3,139.3666667,Unique
35.7,139.4,Unique
36.13333333,139.4,Unique
-2.166666667,139.4166667,Unique
35.7,139.4166667,Unique
35.73333333,139.4166667,Unique
36.25,139.4166667,Unique
35.06666667,139.4333333,Unique
-2.2,139.45,Unique
35.56666667,139.4666667,Unique
34.08333333,139.5333333,Unique
35.3,139.5333333,Unique
35.86666667,139.5333333,Unique
35.7,139.6166667,Unique
35.465408,139.622253,Unique
35.36666667,139.6333333,Unique
35.43333333,139.6333333,Unique
35.9,139.6333333,Unique
36.73333333,139.6333333,Unique
35.26666667,139.6666667,Unique
35.466667,139.7,Unique
35.48333333,139.7,Unique
35.53333333,139.7,Unique
35.66666667,139.7,Unique
36.2,139.7,Unique
36.63333333,139.7,Unique
35.72296088,139.7203378,Unique
35.57873951,139.7212022,Unique
35.72296088,139.7215794,Unique
35.72296088,139.7312992,Unique
35.5,139.7333333,Unique
35.62423707,139.7361194,Unique
35.72296088,139.7361194,Unique
35.71505573,139.7397898,Unique
35.71655256,139.7455668,Unique
35.583333,139.746283,Unique
35.583333,139.75,Unique
35.71666667,139.75,Unique
35.72296088,139.75,Unique
32.45,139.7666667,Unique
35.56666667,139.7666667,Unique
35.65,139.7666667,Unique
38.516667,139.783333,Unique
35.72312836,139.7986718,Unique
35.72296088,139.7987691,Unique
35.72296088,139.7989707,Unique
35.72296088,139.7991542,Unique
33.1,139.8,Unique
36.15,139.816667,Unique
34.98333333,139.8333333,Unique
39.88333333,139.85,Unique
34.98333333,139.8666667,Unique
35.21666667,139.8666667,Unique
35.76666667,139.9,Unique
35.8,139.9,Unique
36.56666667,139.9,Unique
35.4,139.9166667,Unique
-5,140,Unique
-2.166666667,140,Unique
39.75,140.0666667,Unique
35.081485,140.09623,Unique
35.1,140.1,Unique
35.56666667,140.1166667,Unique
35.6,140.1333333,Unique
-2.35,140.15,Unique
36.83333333,140.15,Unique
36.03333333,140.2,Unique
36.03333333,140.2333333,Unique
36.1,140.2333333,Unique
-4.75,140.3333333,Unique
35.13333333,140.3333333,Unique
36.53333333,140.3666667,Unique
37.4,140.3833333,Unique
8.133333333,140.4,Unique
37.4,140.4,Unique
37.41666667,140.4,Unique
-6.75,140.4166667,Unique
36.36666667,140.4666667,Unique
-9,140.5,Unique
-3,140.5,Unique
-2.533333333,140.5,Unique
37.45,140.5,Unique
25.8,140.55,Unique
35.7,140.5666667,Unique
37.16666667,140.6333333,Unique
36.58333333,140.65,Unique
36.6,140.65,Unique
36.6,140.6666667,Unique
-2.6,140.7,Unique
-2.55,140.7166667,Unique
-2.533333333,140.7333333,Unique
-3,140.75,Unique
-2.916666667,140.75,Unique
-2.583333333,140.75,Unique
-2.5,140.75,Unique
40.83333333,140.75,Unique
35.73333333,140.8333333,Unique
-2.616666667,140.8666667,Unique
-2.283333333,140.8666667,Unique
38.26666667,140.8666667,Unique
-3.666666667,140.8833333,Unique
36.93333333,140.9,Unique
37.06666667,140.9,Unique
37.928455,140.912685,Unique
38.26666667,140.9666667,Unique
-3.833333333,141.1666667,Unique
39.7,141.1666667,Unique
-2.666666667,141.25,Unique
24.75,141.2833333,Unique
25.68333333,141.2833333,Unique
-9.7,141.3,Unique
24.8,141.3,Unique
38.43333333,141.3,Unique
24.78333333,141.3166667,Unique
-2.283333333,141.3333333,Unique
38.379772,141.370582,Unique
38.26666667,141.5,Unique
-2.783333333,141.7,Unique
-3.3,141.9333333,Unique
-3.083333333,142,Unique
-3.083333333,142.0833333,Unique
26.63333333,142.15,Unique
26.65,142.15,Unique
26.68333333,142.15,Unique
26.6,142.1666667,Unique
27,142.1666667,Unique
27.15,142.1833333,Unique
27.11666667,142.2,Unique
27.06666667,142.2166667,Unique
-10.615585,142.332324,Unique
43.78333333,142.3333333,Unique
-3.166666667,142.4166667,Unique
42.366667,142.416667,Unique
-3.116666667,142.4333333,Unique
-3.183333333,142.45,Unique
-3.166666667,142.5,Unique
-3.133333333,142.5,Unique
-3.116666667,142.5,Unique
-1.666666667,142.55,Unique
-3.316666667,142.6,Unique
-4.25,142.6666667,Unique
-4.166666667,142.6666667,Unique
-3.583333333,142.6666667,Unique
-3.283333333,142.7166667,Unique
-3.333333333,142.7333333,Unique
-3.283333333,142.7333333,Unique
-4.583333333,142.75,Unique
-4.2,142.75,Unique
-3.666666667,142.75,Unique
-3.35,142.75,Unique
-3.333333333,142.75,Unique
-3.25,142.75,Unique
46.5,142.7666667,Unique
-3.55,142.8,Unique
-3.35,142.8,Unique
-3.3,142.8,Unique
-3.316666667,142.8166667,Unique
-3.3,142.8166667,Unique
-4.25,142.8333333,Unique
